martial,housing,loan,duration,poutcome,y
divorced,no,no,73,unknown,no
single,no,no,220,unknown,no
married,yes,no,169,unknown,no
married,yes,no,117,failure,no
single,yes,no,69,failure,no
married,yes,yes,149,unknown,no
married,yes,no,75,failure,no
married,no,no,1249,unknown,yes
married,no,yes,456,other,no
single,no,no,114,unknown,no
single,yes,no,48,failure,no
married,yes,yes,120,unknown,no
single,yes,no,96,unknown,no
single,no,no,93,failure,no
married,no,yes,79,unknown,no
married,yes,yes,89,failure,no
married,yes,no,168,unknown,no
divorced,yes,yes,527,unknown,no
married,no,no,300,unknown,no
married,yes,no,338,failure,no
single,no,no,320,other,no
married,yes,no,114,unknown,no
single,yes,no,77,failure,no
married,yes,no,51,failure,no
single,yes,no,86,unknown,no
married,no,yes,324,unknown,no
single,no,no,52,unknown,no
divorced,yes,no,492,unknown,no
married,no,no,108,unknown,no
single,yes,yes,87,unknown,no
married,no,no,223,unknown,no
married,no,no,24,unknown,no
single,yes,no,219,failure,no
single,yes,no,379,failure,no
divorced,no,no,626,unknown,no
married,yes,yes,93,unknown,no
single,no,yes,719,unknown,no
married,no,no,216,unknown,no
single,no,no,283,unknown,no
married,no,no,87,unknown,no
married,yes,no,85,failure,no
married,yes,no,158,unknown,no
single,yes,no,356,other,no
single,yes,no,462,failure,no
married,no,no,394,unknown,no
married,no,yes,36,failure,no
married,yes,no,507,success,no
married,yes,no,129,failure,no
single,no,no,96,unknown,no
married,no,yes,309,other,no
married,no,no,184,unknown,no
single,no,no,762,unknown,no
married,yes,no,100,unknown,no
single,yes,yes,197,unknown,no
single,no,no,55,unknown,no
single,yes,yes,177,unknown,no
married,no,no,966,unknown,no
married,yes,yes,197,failure,no
married,yes,no,602,unknown,no
married,no,no,118,unknown,no
single,no,no,103,unknown,no
single,no,yes,136,failure,no
single,no,no,125,unknown,no
married,no,no,553,unknown,no
single,yes,no,83,failure,no
married,yes,no,578,unknown,no
single,no,no,157,unknown,no
married,yes,no,249,failure,no
single,no,no,685,unknown,no
single,yes,no,99,failure,no
divorced,yes,no,39,unknown,no
divorced,yes,no,141,failure,no
married,no,no,113,unknown,no
married,no,no,128,unknown,no
divorced,no,yes,66,failure,no
married,no,yes,266,unknown,no
single,no,no,79,unknown,no
married,yes,no,113,other,no
single,yes,no,278,unknown,no
married,no,no,380,unknown,no
married,yes,no,177,unknown,no
single,no,no,55,unknown,no
single,yes,no,432,other,no
married,no,no,211,failure,no
single,no,yes,261,other,no
single,no,no,136,unknown,no
married,no,no,200,unknown,no
married,yes,yes,128,unknown,no
married,no,no,89,unknown,no
married,yes,yes,41,failure,no
married,yes,no,287,unknown,no
single,yes,no,57,failure,no
single,no,yes,155,unknown,no
single,yes,no,133,failure,no
single,no,no,57,unknown,no
single,yes,no,261,unknown,no
married,no,no,222,unknown,no
married,yes,yes,133,unknown,no
divorced,no,no,421,unknown,no
married,no,no,273,unknown,no
married,yes,yes,99,other,no
single,yes,no,58,unknown,no
single,no,no,348,unknown,no
married,no,no,90,unknown,no
single,yes,no,330,unknown,no
married,yes,no,138,failure,no
married,yes,no,203,failure,no
single,no,no,24,unknown,no
single,no,yes,194,unknown,no
married,yes,yes,133,failure,no
divorced,yes,no,94,failure,no
single,yes,yes,219,failure,no
married,yes,yes,155,failure,no
married,no,no,189,other,no
married,no,no,108,unknown,no
married,no,yes,127,unknown,no
divorced,yes,no,81,failure,no
married,no,no,184,unknown,no
divorced,yes,no,128,other,no
divorced,yes,no,188,failure,no
single,no,no,186,unknown,no
single,yes,no,344,unknown,no
divorced,yes,no,549,unknown,no
single,no,yes,348,unknown,no
married,yes,no,44,unknown,no
married,no,no,270,unknown,no
divorced,yes,no,158,failure,no
divorced,no,no,267,unknown,no
single,yes,no,208,failure,no
married,yes,yes,72,failure,no
single,no,no,199,unknown,no
single,no,no,27,unknown,no
divorced,yes,no,91,failure,no
single,yes,no,291,failure,no
single,no,no,69,unknown,no
single,no,no,571,unknown,no
married,no,no,82,unknown,no
married,yes,no,50,unknown,no
single,no,no,171,unknown,no
married,no,no,179,unknown,no
divorced,no,yes,170,unknown,no
single,no,no,645,unknown,no
married,no,no,229,unknown,no
married,no,no,165,unknown,no
single,no,no,137,unknown,no
single,yes,no,243,unknown,no
married,yes,no,205,unknown,no
single,yes,no,537,unknown,no
single,yes,no,31,unknown,no
single,no,no,226,unknown,no
married,no,yes,124,unknown,no
single,no,no,866,unknown,yes
single,no,no,71,unknown,no
married,yes,no,79,failure,no
married,yes,no,189,unknown,no
single,no,no,162,unknown,no
divorced,yes,no,821,unknown,no
single,yes,no,253,unknown,no
single,no,no,237,unknown,no
single,no,no,100,unknown,no
single,no,no,316,unknown,no
married,no,no,126,unknown,no
married,yes,no,159,unknown,no
single,no,yes,172,unknown,no
single,no,no,268,unknown,no
single,no,yes,133,unknown,no
single,no,no,51,unknown,no
single,no,no,25,unknown,no
married,yes,no,224,unknown,no
single,no,no,177,unknown,no
divorced,yes,no,130,unknown,no
single,yes,no,369,unknown,no
married,no,no,184,unknown,no
married,yes,no,227,failure,no
single,yes,no,153,unknown,no
single,yes,yes,134,failure,no
divorced,yes,no,364,unknown,no
single,no,yes,94,failure,no
married,yes,yes,194,failure,no
single,no,no,383,unknown,no
single,no,yes,624,unknown,no
divorced,no,no,83,unknown,no
single,no,no,435,unknown,no
single,no,no,692,unknown,yes
married,yes,yes,124,unknown,no
married,no,no,265,unknown,no
married,yes,no,522,failure,no
single,yes,no,161,failure,no
single,no,no,111,failure,no
married,no,no,208,unknown,no
single,no,no,445,unknown,no
single,no,no,706,unknown,no
married,no,no,41,failure,no
married,no,no,338,unknown,no
single,no,yes,114,other,no
married,no,no,125,failure,no
single,yes,no,57,failure,no
married,no,yes,243,failure,no
single,yes,no,236,failure,no
married,yes,no,83,unknown,no
single,yes,no,228,failure,no
single,no,no,475,unknown,no
divorced,yes,yes,100,failure,no
divorced,no,no,376,unknown,no
single,no,no,148,unknown,no
single,yes,no,452,failure,no
divorced,no,no,214,failure,no
single,no,yes,194,failure,no
married,no,no,304,unknown,no
single,yes,yes,236,unknown,no
divorced,yes,yes,367,unknown,no
single,no,no,107,unknown,no
single,no,no,70,unknown,no
single,no,no,111,unknown,no
single,no,no,76,unknown,no
single,yes,no,119,failure,no
single,no,no,356,unknown,no
married,no,no,120,failure,no
married,yes,no,103,unknown,no
married,yes,no,243,unknown,no
divorced,no,no,52,failure,no
single,no,no,389,unknown,no
divorced,no,no,24,unknown,no
single,no,no,129,unknown,no
single,no,no,145,unknown,no
married,no,yes,138,failure,no
married,yes,no,207,unknown,no
married,yes,no,135,failure,no
married,yes,no,207,failure,no
married,no,no,166,unknown,no
single,no,no,43,unknown,no
married,no,no,187,failure,no
married,no,no,142,unknown,no
single,yes,yes,169,failure,no
single,yes,no,284,failure,no
married,no,no,328,unknown,no
married,no,no,163,unknown,no
married,no,no,528,unknown,no
single,no,no,623,unknown,no
single,no,no,624,unknown,no
divorced,no,yes,251,unknown,no
married,yes,no,375,unknown,no
divorced,no,no,329,other,no
single,yes,no,323,success,no
married,no,no,309,unknown,no
married,yes,no,464,other,no
single,yes,no,322,unknown,no
divorced,yes,yes,202,unknown,no
divorced,yes,no,462,failure,no
married,no,no,1917,unknown,yes
married,yes,no,207,unknown,no
single,no,no,202,unknown,no
married,yes,no,90,failure,no
married,yes,no,56,failure,no
divorced,yes,yes,309,unknown,no
single,no,no,393,unknown,no
divorced,no,no,293,failure,no
single,no,no,163,unknown,no
single,no,no,418,unknown,no
married,yes,no,309,other,no
single,no,no,146,unknown,no
single,yes,yes,155,failure,no
single,no,yes,92,unknown,no
single,yes,no,213,other,no
married,yes,no,414,failure,no
married,yes,no,344,unknown,no
married,no,yes,190,unknown,no
married,no,no,78,unknown,no
single,yes,no,113,unknown,no
married,yes,no,636,unknown,no
single,no,yes,207,unknown,no
single,no,no,132,unknown,no
single,no,no,78,failure,no
married,no,no,153,unknown,no
single,no,no,293,other,no
single,no,yes,123,success,no
married,yes,no,49,other,no
married,yes,no,246,unknown,no
married,no,no,362,unknown,no
single,yes,no,290,unknown,no
married,no,no,78,unknown,no
married,yes,no,123,unknown,no
married,no,yes,157,failure,no
single,no,no,276,unknown,no
married,no,no,191,unknown,no
single,no,no,182,unknown,no
married,no,no,337,unknown,no
married,yes,yes,503,other,no
married,no,yes,188,unknown,no
married,yes,yes,489,other,no
married,yes,no,88,failure,no
married,no,no,468,unknown,no
married,yes,no,249,unknown,no
married,yes,no,121,unknown,no
single,yes,yes,127,other,no
single,yes,no,298,unknown,no
divorced,yes,yes,305,unknown,no
married,yes,no,224,unknown,no
single,yes,no,1139,other,no
married,no,yes,267,unknown,no
married,yes,no,162,other,no
single,no,no,483,failure,no
married,yes,no,623,unknown,no
married,no,no,62,unknown,no
married,yes,yes,131,other,no
single,yes,no,190,unknown,no
single,yes,no,143,unknown,no
single,no,no,389,unknown,no
married,no,no,151,unknown,no
divorced,yes,yes,168,failure,no
single,no,no,617,unknown,no
married,no,no,73,unknown,no
married,yes,yes,191,failure,no
married,no,no,202,unknown,no
single,no,no,524,unknown,no
single,yes,no,126,other,no
single,yes,no,236,unknown,no
single,yes,no,389,failure,no
divorced,no,no,138,other,no
divorced,yes,yes,585,failure,no
married,yes,yes,161,failure,no
single,yes,no,185,failure,no
divorced,yes,yes,263,failure,no
single,no,no,914,unknown,no
single,yes,no,215,unknown,no
single,no,no,528,unknown,no
married,yes,no,325,failure,no
single,no,no,603,unknown,no
married,no,yes,283,failure,no
single,no,no,168,unknown,no
married,yes,no,612,unknown,no
single,no,no,213,unknown,no
single,yes,no,251,failure,no
married,yes,no,653,unknown,no
married,no,no,750,unknown,no
single,yes,no,235,failure,no
divorced,no,no,593,unknown,no
single,yes,no,152,failure,no
single,yes,no,355,failure,no
single,no,yes,147,unknown,no
divorced,yes,yes,150,failure,no
married,yes,yes,94,unknown,no
single,no,no,232,unknown,no
single,no,yes,253,success,no
married,no,no,309,unknown,no
married,no,no,383,other,no
single,no,no,144,unknown,no
single,no,no,264,unknown,no
single,no,no,346,unknown,no
single,yes,no,267,other,no
divorced,no,no,243,unknown,no
single,no,no,61,unknown,no
single,no,yes,118,other,no
married,no,no,290,unknown,no
married,no,no,213,failure,no
single,no,no,258,unknown,no
single,yes,no,107,unknown,no
single,no,yes,177,other,no
single,no,no,651,unknown,no
single,no,no,475,unknown,yes
married,yes,no,134,unknown,no
married,no,no,521,other,no
married,yes,no,458,unknown,no
single,no,no,180,unknown,no
married,yes,no,99,failure,no
single,no,no,229,unknown,no
married,no,no,334,unknown,no
married,no,yes,81,unknown,no
married,yes,yes,144,failure,no
married,yes,no,164,unknown,no
married,yes,no,64,unknown,no
married,no,no,403,unknown,no
single,yes,no,163,failure,no
married,yes,no,41,other,no
single,no,no,103,unknown,no
divorced,yes,no,139,unknown,no
single,no,no,859,other,no
married,yes,no,445,failure,no
married,no,yes,124,unknown,no
married,no,no,379,unknown,no
married,yes,no,66,other,no
married,yes,no,419,unknown,no
married,no,no,339,unknown,no
married,no,no,795,unknown,no
single,no,no,194,unknown,no
married,yes,yes,121,failure,no
single,no,no,150,unknown,no
married,yes,yes,1451,unknown,yes
single,yes,no,158,unknown,no
single,no,no,428,unknown,no
single,no,no,397,unknown,no
married,no,no,169,unknown,no
single,no,no,346,unknown,no
single,yes,no,205,unknown,no
single,yes,no,2770,unknown,yes
single,yes,no,339,unknown,no
married,no,no,217,unknown,no
married,no,no,433,failure,no
single,yes,yes,195,unknown,no
married,yes,no,126,failure,no
single,no,no,554,unknown,no
single,yes,yes,499,failure,no
single,no,no,327,unknown,no
single,no,no,413,unknown,no
single,no,yes,162,failure,no
single,yes,no,146,failure,no
divorced,yes,no,196,failure,no
divorced,yes,no,236,failure,no
single,no,no,771,unknown,yes
single,no,no,844,unknown,no
divorced,yes,yes,350,failure,no
divorced,yes,no,263,other,no
single,no,yes,109,unknown,no
single,yes,no,78,unknown,no
single,no,no,46,unknown,no
married,no,no,119,unknown,no
single,yes,no,200,failure,no
single,yes,no,122,unknown,no
single,no,no,128,unknown,no
married,yes,yes,499,failure,no
single,no,no,532,unknown,yes
married,yes,no,206,unknown,no
single,yes,no,182,unknown,no
single,yes,yes,183,other,no
single,yes,no,274,unknown,no
divorced,no,yes,385,other,no
single,no,no,726,unknown,yes
married,yes,yes,258,failure,no
single,no,yes,568,unknown,no
single,no,no,164,unknown,no
single,no,no,114,unknown,no
single,yes,no,374,unknown,no
single,no,no,462,unknown,no
divorced,yes,no,74,unknown,no
single,yes,no,258,failure,no
single,no,no,533,unknown,no
married,no,yes,540,other,no
divorced,yes,no,169,other,no
divorced,no,no,220,unknown,no
single,no,no,193,unknown,no
divorced,no,yes,102,unknown,no
divorced,yes,no,67,unknown,no
divorced,no,no,91,other,no
married,no,no,199,failure,no
married,yes,yes,299,other,no
married,yes,no,80,other,no
married,no,no,164,unknown,no
married,yes,no,54,unknown,no
single,yes,no,141,unknown,no
divorced,no,no,931,unknown,yes
single,no,no,240,unknown,no
single,no,no,427,unknown,no
divorced,yes,no,93,other,no
married,no,no,143,other,no
divorced,no,no,545,unknown,no
single,yes,no,61,unknown,no
married,yes,no,138,failure,no
married,yes,no,227,failure,no
married,yes,no,219,other,no
married,no,no,125,other,no
married,yes,yes,63,other,no
married,yes,no,168,unknown,no
married,no,no,89,unknown,no
married,no,no,861,other,no
married,no,no,86,unknown,no
married,yes,no,436,failure,no
single,no,yes,158,other,no
married,no,no,868,unknown,no
single,no,no,410,other,no
married,yes,no,203,other,no
married,no,yes,255,other,no
married,yes,no,153,other,no
married,no,no,193,unknown,no
married,no,no,23,other,no
single,no,no,226,unknown,no
single,no,no,267,unknown,no
single,no,no,11,unknown,no
single,yes,no,197,other,no
married,yes,no,177,failure,no
single,no,no,130,other,no
married,no,no,650,unknown,no
single,yes,no,159,failure,no
married,no,no,68,unknown,no
single,yes,no,1296,unknown,no
single,no,no,10,other,no
divorced,no,yes,87,unknown,no
single,no,no,90,unknown,no
single,no,no,89,unknown,no
single,no,no,643,unknown,no
married,yes,no,16,other,no
divorced,yes,no,166,unknown,no
married,yes,no,49,unknown,no
single,yes,yes,588,unknown,no
married,yes,no,344,unknown,no
married,yes,no,592,unknown,no
single,no,yes,283,unknown,no
married,yes,yes,437,unknown,no
single,yes,no,208,unknown,no
married,no,no,99,unknown,no
single,yes,yes,706,failure,no
single,no,no,320,unknown,no
divorced,yes,no,113,unknown,no
married,no,no,81,unknown,no
married,no,no,114,unknown,no
single,no,no,241,unknown,no
married,yes,no,103,unknown,no
single,no,no,366,unknown,no
married,no,yes,210,unknown,no
divorced,no,no,189,unknown,no
single,yes,no,198,failure,no
married,yes,no,131,failure,no
married,no,no,645,unknown,no
single,no,no,76,failure,no
married,no,no,424,unknown,no
single,yes,yes,922,unknown,yes
married,yes,no,175,other,no
divorced,yes,no,194,unknown,no
married,yes,no,140,other,no
single,no,no,77,other,no
single,yes,no,337,unknown,no
divorced,no,no,456,failure,no
married,no,no,143,unknown,no
married,yes,no,144,failure,no
married,no,no,90,failure,no
single,no,no,230,unknown,no
married,yes,yes,150,failure,no
married,yes,no,188,unknown,no
single,no,no,427,unknown,no
married,no,no,345,unknown,no
married,no,no,491,unknown,no
married,yes,yes,108,other,no
single,no,no,151,other,no
married,yes,no,473,unknown,no
married,yes,no,44,failure,no
married,no,no,510,unknown,no
married,yes,no,272,other,no
divorced,yes,no,81,unknown,no
single,no,no,632,other,no
married,no,no,321,unknown,no
married,yes,no,103,failure,no
married,yes,no,166,other,no
married,no,no,479,unknown,no
married,no,yes,209,other,no
married,yes,no,520,unknown,no
